slot,slot_file,source_file,work,layer_status,provider,script,source_sha256,upstream,upstream_commit,provenance_status
1,01_VINAYA_MULA_CST.txt,romn/vin01m.mul.xml,Pārājikapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,4998460f1bb0e76a5e88bcfd89a3de11951d8ed461b09a3b8912e281604a670e,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
1,01_VINAYA_MULA_CST.txt,romn/vin02m1.mul.xml,Pācittiyapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,2cbb3463fcefc0165103790a07fec20020b4420a30df624ef92c9141841ccd20,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
1,01_VINAYA_MULA_CST.txt,romn/vin02m2.mul.xml,Mahāvaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,807ff2a2f726d8c7925d2ea93cea21eae9932c8581e96c4bec51b4c117d42587,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
1,01_VINAYA_MULA_CST.txt,romn/vin02m3.mul.xml,Cūḷavaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,f2fb76625c37a5924903ada1e94741af66f55fc3ca9ada734f1a2b137e021a84,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
1,01_VINAYA_MULA_CST.txt,romn/vin02m4.mul.xml,Parivārapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,66bea7d6ad3fbc5917045bf214733371639a7bba525833f467f6fdd8c198b6c8,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
2,02_DN_MULA_CST.txt,romn/s0101m.mul.xml,Dīgha Nikāya — Sīlakkhandhavaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,f7c1cd5898954fb7f67781a55ebe9333750f7bdc162b108b26c1a5cd2cebd944,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
2,02_DN_MULA_CST.txt,romn/s0102m.mul.xml,Dīgha Nikāya — Mahāvaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,1e0001399f3270868cfacf7247d29a4bf05dde6ba63ef722d9b41dc87421895f,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
2,02_DN_MULA_CST.txt,romn/s0103m.mul.xml,Dīgha Nikāya — Pāthikavaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,dc25cefc0ba6575417997d7fe7599ff28a421cf1a0fc7f2e015d19c28f7f2d3c,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
3,03_MN_MULA_CST.txt,romn/s0201m.mul.xml,Majjhima Nikāya — Mūlapaṇṇāsapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,92246ecbf18e1625ca43835eab2e62064dfd50d7fc20c5238b8d91779e633144,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
3,03_MN_MULA_CST.txt,romn/s0202m.mul.xml,Majjhima Nikāya — Majjhimapaṇṇāsapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,8fc70e9b55b2f283c15bbddedf69f79d18cbaf64379004525934a5a2a4bdc166,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
3,03_MN_MULA_CST.txt,romn/s0203m.mul.xml,Majjhima Nikāya — Uparipaṇṇāsapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,5e2448c1591299c58e7d0af07ce6fb52676306e8cad7dd2fa154f8c980aa4844,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
4,04_SN_MULA_CST.txt,romn/s0301m.mul.xml,Saṃyutta Nikāya — Sagāthāvaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,2a4a21596a0eda19c74fc2dedaaaccf262bf1776c09b3043d654a9f1c676411b,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
4,04_SN_MULA_CST.txt,romn/s0302m.mul.xml,Saṃyutta Nikāya — Nidānavaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,61bc83404230b7cf06142f642834c8ea69aa0f4f2cc45d201716cd1ac9a0b40a,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
4,04_SN_MULA_CST.txt,romn/s0303m.mul.xml,Saṃyutta Nikāya — Khandhavaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,ab96b1c89578c607a73f3bc931dff1315b1427815ce94b2ea1929583152f5a2a,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
4,04_SN_MULA_CST.txt,romn/s0304m.mul.xml,Saṃyutta Nikāya — Saḷāyatanavaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,82cb012c7f462a46f1d159577d13a5cabf3a8259c7886660d4fd83beee4f4dbb,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
4,04_SN_MULA_CST.txt,romn/s0305m.mul.xml,Saṃyutta Nikāya — Mahāvaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,95300f79a48558b66d54e5e0913b526aeda2be88cc3f3f3fd44542419fbebb78,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0401m.mul.xml,Aṅguttara Nikāya — Ekakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,2938300630a21715daf6b461139d636684b2643f3978257caaf211c842a805cb,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0402m1.mul.xml,Aṅguttara Nikāya — Dukanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,a41908917b1c0bf1e17c740845612d7a83489073a8bdfde3425f442cd73252a5,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0402m2.mul.xml,Aṅguttara Nikāya — Tikanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,41ea7d2199fa1616691e3d358db4d84c69d049b9a7c26ba94688b0d9cae7197a,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0402m3.mul.xml,Aṅguttara Nikāya — Catukkanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,17841b20862c2c6e52d58fd34d75747fa606cb9d6fc5610eb4e3bba41dede667,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0403m1.mul.xml,Aṅguttara Nikāya — Pañcakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,92476afb6d3a4a776e60040dfb17c1df73e06be5926a3380d9909b44e68e521d,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0403m2.mul.xml,Aṅguttara Nikāya — Chakkanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,897920bfe0cebc71ec18a2faab329425b19ba4424d7569ab0c4e10653afb975b,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0403m3.mul.xml,Aṅguttara Nikāya — Sattakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,da7f3ae6c21c3414f9f7e9b8c76695d18e1a67feeaa0f60b357badee8ce7beec,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0404m1.mul.xml,Aṅguttara Nikāya — Aṭṭhakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,249d11e097926ab394a1613ee6587511cfb2bd74e68585c8fadde1df8cd9c2c9,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0404m2.mul.xml,Aṅguttara Nikāya — Navakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,d1a6fcd8556282516bc2afcab382b896e93e9bc2d2db2d1967a8a56e6c2256f5,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0404m3.mul.xml,Aṅguttara Nikāya — Dasakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,9de153dadb79ecead1754dd865779b41d3f6583c9eb1b0832d9ad73938ec0e6c,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
5,05_AN_MULA_CST.txt,romn/s0404m4.mul.xml,Aṅguttara Nikāya — Ekādasakanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,9c6bc459b241c1a2a2d2e36557a245f97065cf335a9feab9779228786f1138d3,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
6,06_KN_EARLY_MULA.txt,romn/s0501m.mul.xml,Khuddakapāṭhapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,a9f4086f23aa72ef72f45651d3d0fabed05b15f8d4760a2689cf2526c90c0d6f,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
6,06_KN_EARLY_MULA.txt,romn/s0502m.mul.xml,Dhammapadapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,17bd8e40331d5a90384459f4c00f4f93c6df84c565f9a276f28c117f6f1f94e8,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
6,06_KN_EARLY_MULA.txt,romn/s0503m.mul.xml,Udānapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,bd1d149a2e374da849f7c9ed9cfe2318027e89dbc187b6caaec8e57dba6af864,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
6,06_KN_EARLY_MULA.txt,romn/s0504m.mul.xml,Itivuttakapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,0bd17a4513904c1328aca6457c01fbed72909a0484398304f2d5f25c53bb1a5c,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
6,06_KN_EARLY_MULA.txt,romn/s0505m.mul.xml,Suttanipātapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,4edf85ef43bf3eda6be00d7b5210db4b493cf4323654345fc20fe493a5ebc7c2,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
7,07_KN_POETRY_MULA.txt,romn/s0506m.mul.xml,Vimānavatthupāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,667955d2ff764ea89c7c7759e4d40474b7c8c0f87fb18b43e85e13fb611e2116,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
7,07_KN_POETRY_MULA.txt,romn/s0507m.mul.xml,Petavatthupāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,d640893ab1eeef5256865e499c8b47c8719c4b9c259e9d85c45ccb6a475854d3,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
7,07_KN_POETRY_MULA.txt,romn/s0508m.mul.xml,Theragāthāpāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,30a3a7daaf5724e1b3eee155c37427354560c3bfb92e5ae16ac5b7b6ce1255b7,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
7,07_KN_POETRY_MULA.txt,romn/s0509m.mul.xml,Therīgāthāpāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,51eae489b3a5bc8dc553936eb5df27b68f8e3e592373fe4f91048f3c9cc913a3,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
8,08_KN_LATER_MULA.txt,romn/s0510m1.mul.xml,Apadānapāḷi — part 1,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,ad566fefab842ddcf02a84b1bda9b9dafcadba2cbb4e81fad1be58c98cc2bed1,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
8,08_KN_LATER_MULA.txt,romn/s0510m2.mul.xml,Apadānapāḷi — part 2,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,23e0721c8fe05a6105b56b627ac38291d10e0eab799a082c257466603f0839a1,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
8,08_KN_LATER_MULA.txt,romn/s0511m.mul.xml,Buddhavaṃsapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,b86d4763b131525272a4e7f0fb2870810e17dda42cf02c92a49553397bd3acb5,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
8,08_KN_LATER_MULA.txt,romn/s0512m.mul.xml,Cariyāpiṭakapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,76010b9b77f12bf675b3e04e6d7a7ff166d23e131bcf948440ca7515f3890d95,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
8,08_KN_LATER_MULA.txt,romn/s0513m.mul.xml,Jātakapāḷi — part 1,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,0f2f00e929705c28b77925bed8c2f00ff830085e48a7023d356382363d1ef228,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
8,08_KN_LATER_MULA.txt,romn/s0514m.mul.xml,Jātakapāḷi — part 2,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,9fc8581962238d36651ed8974480b86c7375d0d06bbbe051d0eee6bdc1ecf8c9,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
9,09_KN_EXEGETICAL_MULA.txt,romn/s0515m.mul.xml,Mahāniddesapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,48a4a77593c73593b8c4d4361bd7b7146194b695d5bc4c6e8729c468e07016c7,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
9,09_KN_EXEGETICAL_MULA.txt,romn/s0516m.mul.xml,Cūḷaniddesapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,e7ac11f11dff5ce618d36da8ca5f2da6faee016a3efd2807e7bb88b1e1878563,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
9,09_KN_EXEGETICAL_MULA.txt,romn/s0517m.mul.xml,Paṭisambhidāmaggapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,8a270ae437979da2cfe139cee5f208578869e01cb6840ece31775f0b8d2de85e,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
10,10_KN_NETTI_MILINDA_PETAKA.txt,romn/s0518m.nrf.xml,Milindapañhapāḷi,NRF / supplementary in repo,Vipassana Research Institute / Tipitaka.org,Roman Pāli,06bbd414bd8570e63f280ab34d945f72eee5382a79cda583a852027c4f078570,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
10,10_KN_NETTI_MILINDA_PETAKA.txt,romn/s0519m.mul.xml,Nettippakaraṇapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,f6faf22ff2942511b6b70c954f4dff844e24aff45870e40204fb5f656564a9bc,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
10,10_KN_NETTI_MILINDA_PETAKA.txt,romn/s0520m.nrf.xml,Peṭakopadesapāḷi,NRF / supplementary in repo,Vipassana Research Institute / Tipitaka.org,Roman Pāli,7f1e456b94adae946c8e05e66f6b3600dc882175285223e9669d82aee2f04f4d,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
11,11_ABHIDHAMMA_CORE_MULA.txt,romn/abh01m.mul.xml,Dhammasaṅgaṇīpāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,e7c91999b885b328cb0b78bd19126c0e3fcf229994268f4eb9f0773afefa2e56,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
11,11_ABHIDHAMMA_CORE_MULA.txt,romn/abh02m.mul.xml,Vibhaṅgapāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,81626686eff183b32cd24f1e77cc6baf907e16af1258d5b981150857d6f172f9,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
11,11_ABHIDHAMMA_CORE_MULA.txt,romn/abh03m1.mul.xml,Dhātukathāpāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,ea4d1d33bd1ab0f4f727c5ecf698033061b16f41c7113d33cd6ea2a391d0623d,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
11,11_ABHIDHAMMA_CORE_MULA.txt,romn/abh03m2.mul.xml,Puggalapaññattipāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,63e4973cbec847559c23f2f286c8ec3ae39616da5f5732a95086dcc84de31d5a,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
11,11_ABHIDHAMMA_CORE_MULA.txt,romn/abh03m3.mul.xml,Kathāvatthupāḷi,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,a046204fee5c6d8feae61be173f524c9b1a6648f8f7113d49e26586930afdac8,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
12,12_YAMAKA_MULA.txt,romn/abh03m4.mul.xml,Yamakapāḷi — part 1,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,42b89513b05761b80aedac7176f6b9a64f31deb62f653b7c6d5cbcf2de832b63,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
12,12_YAMAKA_MULA.txt,romn/abh03m5.mul.xml,Yamakapāḷi — part 2,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,e7fe98a900a1bb1d78805760a57bb39a59ccecb066a838733fac73d62462f112,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
12,12_YAMAKA_MULA.txt,romn/abh03m6.mul.xml,Yamakapāḷi — part 3,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,4c89155ca2cd74885f74a079a3c3fcddea63d199c93fb16024825015fed66147,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
13,13_PATTHANA_MULA.txt,romn/abh03m7.mul.xml,Paṭṭhānapāḷi — part 1,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,e33513b200f58682ad9d71b109c717a054b1f2f215f0addcfde1a8da7247cf76,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
13,13_PATTHANA_MULA.txt,romn/abh03m8.mul.xml,Paṭṭhānapāḷi — part 2,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,bd4e45cfaabe890d0441ab32d944336af84b8dbb779592001c6681707b38405f,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
13,13_PATTHANA_MULA.txt,romn/abh03m9.mul.xml,Paṭṭhānapāḷi — part 3,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,3f989154208dcfe909bad0dc817787e888dfb054d2aaf7a864a239576b5d11b0,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
13,13_PATTHANA_MULA.txt,romn/abh03m10.mul.xml,Paṭṭhānapāḷi — part 4,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,a267c3c171136291c563b95311e5008982e0521371b4b97315945bbbe99677f6,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
13,13_PATTHANA_MULA.txt,romn/abh03m11.mul.xml,Paṭṭhānapāḷi — part 5,MŪLA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,9529761f93592729650d8db59b762dcbcc94b5de4bfd36cfce655eac8bbd37cc,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PENDING_PIN_VERIFY
14,14_VISUDDHIMAGGA_CLASSICAL.txt,romn/e0101n.mul.xml,Visuddhimaggo,POST-CANONICAL / SYSTEMATIC — VISUDDHIMAGGA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,641941c094ee7f4d28dce8544d114c30ee33dbc82a654ab58c244461f3f91640,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
14,14_VISUDDHIMAGGA_CLASSICAL.txt,romn/e0102n.mul.xml,Visuddhimaggo,POST-CANONICAL / SYSTEMATIC — VISUDDHIMAGGA,Vipassana Research Institute / Tipitaka.org,Roman Pāli,a5a42ede0f5af63e342f574dc7a1f9c4e32aa686de85d3b5cfd49f237d71de18,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
14,14_VISUDDHIMAGGA_CLASSICAL.txt,romn/e0103n.att.xml,Visuddhimagga-mahāṭīkā,ṬĪKĀ — VISUDDHIMAGGA-MAHĀṬĪKĀ / PARAMATTHAMAÑJŪSĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,d5e7ad486e6fe1ff89ef031d06779b2e0768fa69b44fc084fe3e080dfaedc4f1,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
14,14_VISUDDHIMAGGA_CLASSICAL.txt,romn/e0104n.att.xml,Visuddhimagga-mahāṭīkā,ṬĪKĀ — VISUDDHIMAGGA-MAHĀṬĪKĀ / PARAMATTHAMAÑJŪSĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,9e4a218ee83478c410d3e8db180e8f05943fe3ab67d8c55442cf17e47a31c8d9,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
15,15_VINAYA_ATTHAKATHA.txt,romn/vin01a.att.xml,Vinayapiṭake,AṬṬHAKATHĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,7ac2797c216e85221ed57ca70e2bcab5dac8e77bdc393b5e3a85b0c10dcf459a,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
15,15_VINAYA_ATTHAKATHA.txt,romn/vin02a1.att.xml,Vinayapiṭake,AṬṬHAKATHĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,602a057db7f0ca5f8ff55c253510db89fe4f4a5ebc40633c85552ff1eeae3e5b,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
15,15_VINAYA_ATTHAKATHA.txt,romn/vin02a2.att.xml,Vinayapiṭake,AṬṬHAKATHĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,b50971a3f9216e6da5b6a38d295a405fa67f92461d64f529f7ca2024acda9309,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
15,15_VINAYA_ATTHAKATHA.txt,romn/vin02a3.att.xml,Vinayapiṭake,AṬṬHAKATHĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,655d7cfa0fd3e26d3a2cf07fb5dfdad4e1f7ee359689afcb05da002528bb602c,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
15,15_VINAYA_ATTHAKATHA.txt,romn/vin02a4.att.xml,Vinayapiṭake,AṬṬHAKATHĀ,Vipassana Research Institute / Tipitaka.org,Roman Pāli,9ee4b7f3a5023f873252da0967ba13f88dd0923d5525a92c21735f9d6ba62db2,https://github.com/VipassanaTech/tipitaka-xml,e064d02da2db3df9a7d116a9191092b12e6dfe01,PINNED_IN_SLOT
